Player,Season,Team,Game Score,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Starter,Number,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Draft Round,Draft Pick in Round,Draft Overall Pick,Total Losses,Total Wins,Wfirst5,Lfirst5,Wfirst10,Lfirst10,Wfirst15,Lfirst15,Avg_Total_Passes
Georgios Papagiannis,2017-18,SAC,1.71,2.12,0.56,2.25,0.12,0.38,0.5,0.75,7.37,1.06,2.56,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,-1.25,0.0,13.0,C,7-1,240,"July 3, 1997",gr,1,None,https://www.basketball-reference.com/players/p/papagge01/gamelog/2018,1.0,13.0,13.0,13.0,3.0,1,4,1,9,3,12,0.87
Gigi Datome,2014-15,BOS,3.43,5.22,0.39,1.39,0.06,0.39,0.39,0.78,10.65,2.11,4.28,0.34,0.94,2.0,0.35,0.06,0.06,0.06,0.11,1.28,3.44,5.56,13,SF,6-8,215,"November 27, 1987",it,1,None,https://www.basketball-reference.com/players/d/datomlu01/gamelog/2015,0.0,0.0,0.0,8.0,10.0,3,2,6,4,7,8,0.69
Gigi Datome,2014-15,DET,2.07,3.67,0.67,1.33,0.33,0.0,0.67,0.33,5.82,1.67,4.0,0.35,0.33,1.33,0.11,0.0,0.0,0.0,0.33,1.0,2.0,0.0,13,SF,6-8,215,"November 27, 1987",it,1,None,https://www.basketball-reference.com/players/d/datomlu01/gamelog/2015,0.0,0.0,0.0,2.0,1.0,1,2,1,2,1,2,1.28
Glen Davis,2013-14,LAC,2.94,4.17,0.3,3.0,0.52,0.3,0.74,2.09,13.37,1.7,3.52,0.42,0.0,0.04,0.0,0.78,1.0,0.34,0.91,2.09,-1.83,4.35,11,PF,6-9,289,"January 1, 1986",us,6,LSU,https://www.basketball-reference.com/players/d/davisgl01/gamelog/2014,2.0,5.0,35.0,5.0,18.0,5,0,9,1,13,2,0.88
Glen Davis,2013-14,ORL,8.69,12.11,1.56,6.27,1.02,0.49,1.31,2.47,30.1,5.16,11.38,0.44,0.09,0.22,0.07,1.71,2.53,0.48,1.93,4.33,-2.73,95.56,11,PF,6-9,289,"January 1, 1986",us,6,LSU,https://www.basketball-reference.com/players/d/davisgl01/gamelog/2014,2.0,5.0,35.0,33.0,12.0,2,3,2,8,4,11,2.76
Glenn Robinson III,2014-15,MIN,0.79,1.16,0.12,0.56,0.12,0.0,0.12,0.2,4.3,0.32,0.96,0.2,0.04,0.24,0.02,0.48,0.64,0.2,0.16,0.4,0.72,0.0,1,SG,6-6,222,"January 8, 1994",us,R,Michigan,https://www.basketball-reference.com/players/r/robingl02/gamelog/2015,2.0,10.0,40.0,24.0,1.0,1,4,1,9,1,14,0.21
Glenn Robinson III,2014-15,PHI,2.87,4.4,0.8,2.5,0.3,0.1,0.8,1.0,15.32,1.8,4.3,0.33,0.4,1.3,0.2,0.4,0.8,0.1,1.1,1.4,0.9,10.0,1,SG,6-6,222,"January 8, 1994",us,R,Michigan,https://www.basketball-reference.com/players/r/robingl02/gamelog/2015,2.0,10.0,40.0,9.0,1.0,1,4,1,9,1,9,1.02
Glenn Robinson III,2019-20,GSW,10.06,12.9,1.77,4.71,0.94,0.29,1.04,1.71,31.59,5.08,10.56,0.48,1.42,3.54,0.33,1.31,1.54,0.55,1.38,3.33,-6.04,100.0,22,SF,6-6,222,"January 8, 1994",us,5,Michigan,https://www.basketball-reference.com/players/r/robingl02/gamelog/2020,2.0,10.0,40.0,38.0,10.0,1,4,2,8,3,12,2.26
Glenn Robinson III,2019-20,PHI,6.49,7.71,0.79,3.14,0.64,0.14,0.36,1.29,19.28,3.14,6.07,0.5,0.64,1.93,0.17,0.79,0.86,0.26,1.07,2.07,-0.43,28.57,22,SF,6-6,222,"January 8, 1994",us,5,Michigan,https://www.basketball-reference.com/players/r/robingl02/gamelog/2020,2.0,10.0,40.0,7.0,7.0,4,1,6,4,7,7,1.03
Goga Bitadze,2022-23,IND,3.14,3.29,0.86,2.33,0.43,0.48,0.57,1.62,9.63,1.29,2.48,0.35,0.19,0.67,0.11,0.52,1.14,0.18,1.19,1.14,0.71,0.0,88,C,6-11,250,"July 20, 1999",ge,3,None,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2023,1.0,18.0,18.0,13.0,8.0,2,3,5,5,6,9,0.8
Goga Bitadze,2022-23,ORL,6.65,5.76,1.24,5.18,0.41,0.94,0.59,1.76,14.98,2.47,4.29,0.58,0.12,0.71,0.09,0.71,1.06,0.35,2.12,3.06,0.18,5.88,88,C,6-11,250,"July 20, 1999",ge,3,None,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2023,1.0,18.0,18.0,12.0,5.0,0,5,3,7,5,10,1.19
Goran Dragić,2014-15,MIA,13.15,16.62,5.35,3.42,1.08,0.23,2.27,2.88,34.82,6.23,12.42,0.49,0.92,2.81,0.3,3.23,4.0,0.72,1.15,2.27,-1.27,100.0,7,PG,6-4,190,"May 6, 1986",si,6,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2015,2.0,15.0,45.0,14.0,12.0,2,3,5,5,8,7,0.0
Goran Dragić,2014-15,PHO,11.7,16.21,4.06,3.56,0.96,0.17,2.19,2.31,33.36,6.54,13.06,0.49,1.27,3.58,0.31,1.87,2.5,0.52,0.98,2.58,1.1,100.0,7,PG,6-4,190,"May 6, 1986",si,6,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2015,2.0,15.0,45.0,23.0,29.0,3,2,5,5,9,6,0.0
Goran Dragić,2021-22,BRK,5.76,7.31,4.81,3.19,0.88,0.19,2.06,2.31,25.48,2.75,7.31,0.34,0.75,3.06,0.24,1.06,1.44,0.38,0.69,2.5,1.75,37.5,1,PG,6-4,190,"May 6, 1986",si,13,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2022,2.0,15.0,45.0,7.0,9.0,1,4,5,5,9,6,0.0
Goran Dragić,2021-22,TOR,6.84,8.0,1.8,2.8,1.0,0.2,0.2,1.6,17.95,2.6,6.8,0.35,0.8,2.8,0.23,2.0,2.0,0.6,0.4,2.4,-4.4,40.0,1,PG,6-4,190,"May 6, 1986",si,13,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2022,2.0,15.0,45.0,4.0,1.0,1,4,1,4,1,4,0.0
Goran Dragić,2022-23,CHI,4.27,6.39,2.73,1.35,0.22,0.08,1.1,1.24,15.43,2.49,5.86,0.38,0.88,2.51,0.28,0.53,0.8,0.25,0.25,1.1,0.61,0.0,31,PG,6-4,190,"May 6, 1986",si,14,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2023,2.0,15.0,45.0,28.0,23.0,3,2,5,5,6,9,0.0
Goran Dragić,2022-23,MIL,3.83,5.57,1.71,1.71,0.29,0.0,1.0,0.29,11.84,2.0,5.14,0.22,1.0,2.43,0.21,0.57,0.57,0.29,0.43,1.29,-3.71,0.0,31,PG,6-4,190,"May 6, 1986",si,14,None,https://www.basketball-reference.com/players/d/dragigo01/gamelog/2023,2.0,15.0,45.0,3.0,4.0,4,1,4,3,4,3,0.0
Gordon Hayward,2023-24,CHO,11.82,14.48,4.64,4.68,1.12,0.48,2.04,1.84,31.91,5.56,11.88,0.45,0.88,2.44,0.32,2.48,3.24,0.59,1.0,3.68,-5.32,100.0,33,SF,6-7,225,"March 23, 1990",us,13,Butler,https://www.basketball-reference.com/players/h/haywago01/gamelog/2024,1.0,9.0,9.0,18.0,7.0,2,3,3,7,5,10,0.0
Gordon Hayward,2023-24,OKC,4.67,5.31,1.62,2.46,0.46,0.04,0.58,0.81,17.21,1.85,4.08,0.42,0.58,1.12,0.29,1.04,1.5,0.34,0.5,1.96,-0.04,11.54,33,SF,6-7,225,"March 23, 1990",us,13,Butler,https://www.basketball-reference.com/players/h/haywago01/gamelog/2024,1.0,9.0,9.0,8.0,18.0,4,1,8,2,12,3,1.08
Gorgui Dieng,2019-20,MEM,6.91,7.24,0.88,5.76,0.82,1.0,0.94,2.06,18.73,2.47,5.12,0.46,0.47,1.88,0.24,1.82,2.47,0.46,1.06,4.71,-0.06,0.0,14,C,6-10,252,"January 18, 1990",sn,6,Louisville,https://www.basketball-reference.com/players/d/dienggo01/gamelog/2020,1.0,21.0,21.0,10.0,7.0,1,4,4,6,6,9,1.82
Gorgui Dieng,2019-20,MIN,7.07,7.41,1.26,5.57,0.8,0.91,0.96,1.93,16.92,2.7,6.02,0.4,1.0,2.61,0.3,1.02,1.28,0.35,1.59,3.98,-2.22,36.96,14,C,6-10,252,"January 18, 1990",sn,6,Louisville,https://www.basketball-reference.com/players/d/dienggo01/gamelog/2020,1.0,21.0,21.0,33.0,13.0,3,2,6,4,8,7,1.76
Gorgui Dieng,2020-21,MEM,7.65,7.86,1.32,4.45,0.77,0.64,1.0,1.73,16.88,2.55,4.91,0.45,1.05,2.18,0.43,1.73,1.95,0.53,1.27,3.18,-0.45,4.55,14,C,6-10,252,"January 18, 1990",sn,7,Louisville,https://www.basketball-reference.com/players/d/dienggo01/gamelog/2021,1.0,21.0,21.0,13.0,9.0,2,3,4,6,6,9,1.43
Gorgui Dieng,2020-21,SAS,5.02,5.31,1.19,2.62,0.56,0.12,0.62,1.12,11.34,1.81,3.44,0.37,0.44,1.38,0.17,1.25,1.5,0.56,0.75,1.88,-3.62,0.0,14,C,6-10,252,"January 18, 1990",sn,7,Louisville,https://www.basketball-reference.com/players/d/dienggo01/gamelog/2021,1.0,21.0,21.0,11.0,5.0,3,2,4,6,5,10,1.43
Grant Jerrett,2014-15,OKC,-0.96,1.4,0.2,0.8,0.0,0.4,0.4,1.4,4.96,0.6,3.4,0.11,0.2,2.6,0.04,0.0,0.0,0.0,0.2,0.6,-3.8,0.0,7,PF,6-10,235,"July 8, 1993",us,R,Arizona,https://www.basketball-reference.com/players/j/jerregr01/gamelog/2015,2.0,10.0,40.0,1.0,4.0,4,1,4,1,4,1,1.65
Grant Jerrett,2014-15,UTA,2.33,3.0,0.67,1.67,0.67,0.0,0.33,1.33,8.72,1.33,3.0,0.28,0.0,0.67,0.0,0.33,0.33,0.33,0.33,1.33,-0.33,0.0,7,PF,6-10,235,"July 8, 1993",us,R,Arizona,https://www.basketball-reference.com/players/j/jerregr01/gamelog/2015,2.0,10.0,40.0,1.0,2.0,2,1,2,1,2,1,1.48
Grant Williams,2023-24,CHO,10.79,13.86,3.21,5.14,0.69,0.41,1.93,3.07,30.62,5.0,9.93,0.51,1.62,4.34,0.41,2.24,2.93,0.59,1.38,3.76,-4.41,34.48,2,PF,6-6,236,"November 30, 1998",us,4,Tennessee,https://www.basketball-reference.com/players/w/willigr01/gamelog/2024,1.0,22.0,22.0,19.0,10.0,4,1,5,5,7,8,0.0
Grant Williams,2023-24,DAL,5.7,8.13,1.72,3.6,0.51,0.57,1.13,2.91,26.42,2.79,6.74,0.4,1.68,4.47,0.31,0.87,1.17,0.3,0.98,2.62,-2.47,70.21,2,PF,6-6,236,"November 30, 1998",us,4,Tennessee,https://www.basketball-reference.com/players/w/willigr01/gamelog/2024,1.0,22.0,22.0,23.0,24.0,4,1,8,2,10,5,1.27
Greg Monroe,2017-18,BOS,9.52,10.19,2.27,6.35,1.08,0.65,1.85,1.85,19.09,4.04,7.62,0.52,0.0,0.0,0.0,2.12,2.65,0.56,2.04,4.31,-2.31,0.0,15,C,6-11,265,"June 4, 1990",us,7,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2018,1.0,7.0,7.0,11.0,15.0,2,3,6,4,8,7,1.72
Greg Monroe,2017-18,MIL,4.22,6.8,1.0,5.0,0.0,0.0,1.2,1.4,15.88,3.2,6.6,0.45,0.0,0.0,0.0,0.4,0.8,0.1,1.2,3.8,-1.2,0.0,15,C,6-11,265,"June 4, 1990",us,7,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2018,1.0,7.0,7.0,2.0,3.0,3,2,3,2,3,2,1.55
Greg Monroe,2017-18,PHO,10.82,11.25,2.5,8.0,0.8,0.3,2.0,2.0,23.25,4.85,7.75,0.56,0.0,0.0,0.0,1.55,2.3,0.45,2.5,5.5,-7.5,70.0,15,C,6-11,265,"June 4, 1990",us,7,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2018,1.0,7.0,7.0,17.0,3.0,2,3,2,8,3,12,0.0
Greg Monroe,2018-19,BOS,3.25,3.0,0.5,1.5,0.0,0.0,0.0,0.0,2.41,1.5,2.5,0.58,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,15,C,6-11,265,"June 4, 1990",us,8,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2019,1.0,7.0,7.0,2.0,0.0,0,2,0,2,0,2,0.83
Greg Monroe,2018-19,PHI,12.97,13.67,2.33,4.33,0.33,0.0,0.33,1.67,17.49,5.0,7.67,0.68,0.33,0.33,0.33,3.33,3.67,0.92,1.33,3.0,1.67,0.0,15,C,6-11,265,"June 4, 1990",us,8,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2019,1.0,7.0,7.0,1.0,2.0,2,1,2,1,2,1,2.7
Greg Monroe,2018-19,TOR,3.54,4.82,0.42,4.11,0.34,0.21,0.82,1.61,11.12,1.95,4.24,0.37,0.0,0.11,0.0,0.92,1.61,0.31,1.58,2.53,-2.11,5.26,15,C,6-11,265,"June 4, 1990",us,8,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2019,1.0,7.0,7.0,12.0,26.0,4,1,7,3,10,5,0.99
Greg Monroe,2021-22,MIL,5.02,5.4,0.4,4.2,0.6,0.4,0.6,1.4,13.93,2.2,4.4,0.47,0.0,0.0,0.0,1.0,1.8,0.32,2.2,2.0,1.0,0.0,55,C,6-11,265,"June 4, 1990",us,9,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2022,1.0,7.0,7.0,2.0,3.0,3,2,3,2,3,2,0.87
Greg Monroe,2021-22,MIN,8.9,7.25,4.0,6.0,1.0,1.5,1.75,2.25,20.37,3.25,5.5,0.64,0.0,0.0,0.0,0.75,1.75,0.5,1.5,4.5,-0.5,0.0,55,C,6-11,265,"June 4, 1990",us,9,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2022,1.0,7.0,7.0,3.0,1.0,1,3,1,3,1,3,2.85
Greg Monroe,2021-22,UTA,4.8,4.0,1.0,3.0,0.0,0.33,0.0,2.0,8.69,1.33,1.67,0.83,0.0,0.0,0.0,1.33,2.33,0.47,2.0,1.0,-2.33,0.0,55,C,6-11,265,"June 4, 1990",us,9,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2022,1.0,7.0,7.0,1.0,2.0,2,1,2,1,2,1,0.67
Greg Monroe,2021-22,WAS,4.7,4.0,0.5,5.0,0.5,0.5,1.0,1.0,8.81,2.0,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,4.5,0.0,55,C,6-11,265,"June 4, 1990",us,9,Georgetown,https://www.basketball-reference.com/players/m/monrogr01/gamelog/2022,1.0,7.0,7.0,1.0,1.0,1,1,1,1,1,1,1.12
Greivis Vásquez,2013-14,SAC,7.74,9.78,5.28,1.89,0.33,0.06,1.5,2.11,25.84,3.61,8.33,0.42,0.89,2.78,0.24,1.67,1.78,0.52,0.28,1.61,-4.06,100.0,21,PG,6-6,217,"January 16, 1987",ve,3,Maryland,https://www.basketball-reference.com/players/v/vasqugr01/gamelog/2014,1.0,28.0,28.0,13.0,5.0,1,4,3,7,4,11,0.0
Greivis Vásquez,2013-14,TOR,6.54,9.54,3.74,2.28,0.41,0.07,1.66,1.72,21.54,3.48,8.33,0.37,1.52,3.92,0.34,1.07,1.25,0.39,0.25,2.03,3.92,8.2,21,PG,6-6,217,"January 16, 1987",ve,3,Maryland,https://www.basketball-reference.com/players/v/vasqugr01/gamelog/2014,1.0,28.0,28.0,20.0,41.0,4,1,8,2,11,4,0.0
Gustavo Ayón,2012-13,MIL,4.54,4.25,1.0,4.92,0.75,0.33,0.75,2.0,13.61,2.08,3.5,0.63,0.0,0.0,0.0,0.08,1.0,0.04,1.67,3.25,4.92,0.0,19,C,6-10,250,"April 1, 1985",mx,1,None,https://www.basketball-reference.com/players/a/ayongu01/gamelog/2013,0.0,0.0,0.0,7.0,5.0,2,3,4,6,5,7,0.0
Gustavo Ayón,2012-13,ORL,3.14,3.56,1.37,3.26,0.3,0.3,0.88,1.93,13.29,1.56,2.91,0.43,0.0,0.0,0.0,0.44,0.88,0.16,0.93,2.33,-1.51,6.98,19,C,6-10,250,"April 1, 1985",mx,1,None,https://www.basketball-reference.com/players/a/ayongu01/gamelog/2013,0.0,0.0,0.0,31.0,12.0,1,4,3,7,5,10,0.0
Hamed Haddadi,2012-13,MEM,0.92,1.15,0.31,1.85,0.08,0.46,0.31,1.15,6.68,0.54,1.62,0.38,0.0,0.0,0.0,0.08,0.15,0.04,0.77,1.08,0.46,0.0,98,C,7-2,254,"May 19, 1985",ir,4,None,https://www.basketball-reference.com/players/h/haddaha01/gamelog/2013,0.0,0.0,0.0,5.0,8.0,4,1,6,4,8,5,0.0
Hamed Haddadi,2012-13,PHO,3.08,4.06,0.47,5.12,0.29,1.24,1.59,2.65,13.8,1.65,3.59,0.37,0.0,0.0,0.0,0.76,1.47,0.29,1.94,3.18,-0.35,0.0,98,C,7-2,254,"May 19, 1985",ir,4,None,https://www.basketball-reference.com/players/h/haddaha01/gamelog/2013,0.0,0.0,0.0,15.0,2.0,1,4,2,8,2,13,0.0
Hamidou Diallo,2020-21,DET,7.69,11.15,1.2,5.35,0.5,0.6,1.35,2.55,23.26,4.05,8.65,0.43,0.8,2.05,0.28,2.25,3.4,0.65,1.1,4.25,-5.45,20.0,6,SF,6-5,202,"July 31, 1998",us,2,Kentucky,https://www.basketball-reference.com/players/d/diallha01/gamelog/2021,2.0,15.0,45.0,15.0,5.0,2,3,3,7,5,10,1.51
Hamidou Diallo,2020-21,OKC,8.94,11.91,2.41,5.16,0.97,0.38,1.53,2.59,23.78,4.47,9.28,0.49,0.38,1.28,0.19,2.59,4.12,0.55,1.16,4.0,-2.62,15.62,6,SF,6-5,202,"July 31, 1998",us,2,Kentucky,https://www.basketball-reference.com/players/d/diallha01/gamelog/2021,2.0,15.0,45.0,19.0,13.0,2,3,5,5,6,9,2.24
Harrison Barnes,2018-19,DAL,10.77,17.67,1.27,4.22,0.67,0.22,1.39,1.61,32.32,5.92,14.63,0.4,2.47,6.35,0.38,3.37,4.04,0.73,0.73,3.49,-1.63,100.0,40,SF,6-8,225,"May 30, 1992",us,6,UNC,https://www.basketball-reference.com/players/b/barneha02/gamelog/2019,1.0,7.0,7.0,26.0,23.0,0,5,4,6,8,7,2.65
Harrison Barnes,2018-19,SAC,10.53,14.25,1.89,5.5,0.61,0.07,1.07,1.54,33.89,5.04,11.07,0.44,1.89,4.64,0.37,2.29,2.86,0.67,0.75,4.75,0.89,100.0,40,SF,6-8,225,"May 30, 1992",us,6,UNC,https://www.basketball-reference.com/players/b/barneha02/gamelog/2019,1.0,7.0,7.0,17.0,11.0,3,2,4,6,6,9,2.52
Harry Giles  (TW),2023-24,BRK,2.34,3.38,0.38,1.62,0.06,0.19,0.38,0.94,5.08,1.38,2.75,0.33,0.19,0.69,0.16,0.44,0.81,0.25,0.75,0.88,-0.5,0.0,20,C,6-11,240,"April 22, 1998",us,3,Duke,https://www.basketball-reference.com/players/g/gilesha01/gamelog/2024,1.0,20.0,20.0,10.0,6.0,1,4,2,8,5,10,0.0
Harry Giles  (TW),2023-24,LAL,0.06,0.29,0.0,0.57,0.14,0.0,0.0,0.0,2.67,0.14,0.86,0.14,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.57,-4.71,0.0,20,C,6-11,240,"April 22, 1998",us,3,Duke,https://www.basketball-reference.com/players/g/gilesha01/gamelog/2024,1.0,20.0,20.0,2.0,5.0,3,2,5,2,5,2,0.0
Henry Ellenson,2018-19,DET,4.6,6.0,0.5,4.5,0.0,0.0,0.0,1.0,12.41,2.0,5.0,0.4,1.0,2.0,0.5,1.0,1.0,0.5,0.0,4.5,-4.0,0.0,13,PF,6-10,240,"January 13, 1997",us,2,Marquette,https://www.basketball-reference.com/players/e/ellenhe01/gamelog/2019,1.0,18.0,18.0,2.0,0.0,0,2,0,2,0,2,1.94
Henry Ellenson,2018-19,NYK,4.3,6.0,0.88,3.35,0.41,0.12,0.53,1.47,13.78,2.06,5.0,0.31,0.88,2.0,0.3,1.0,1.35,0.41,0.29,3.06,-0.24,0.0,13,PF,6-10,240,"January 13, 1997",us,2,Marquette,https://www.basketball-reference.com/players/e/ellenhe01/gamelog/2019,1.0,18.0,18.0,13.0,4.0,2,3,2,8,3,12,1.42
Henry Sims,2013-14,CLE,1.78,2.2,0.25,2.8,0.25,0.35,0.4,1.6,8.42,0.9,2.25,0.23,0.0,0.0,0.0,0.4,0.7,0.16,1.1,1.7,-0.7,0.0,14,C,6-10,248,"March 27, 1990",us,1,Georgetown,https://www.basketball-reference.com/players/s/simshe01/gamelog/2014,0.0,0.0,0.0,13.0,7.0,1,4,2,8,3,12,0.5
Henry Sims,2013-14,PHI,10.23,11.77,1.81,6.96,0.88,0.5,1.27,3.23,27.18,4.31,8.81,0.49,0.0,0.04,0.0,3.15,4.12,0.7,3.15,3.81,-4.77,96.15,14,C,6-10,248,"March 27, 1990",us,1,Georgetown,https://www.basketball-reference.com/players/s/simshe01/gamelog/2014,0.0,0.0,0.0,22.0,4.0,0,5,0,10,0,15,2.36
Hollis Thompson,2016-17,NOP,2.58,3.78,1.0,3.11,0.67,0.0,0.22,1.56,21.25,1.22,4.56,0.27,0.67,2.67,0.22,0.67,1.0,0.28,0.44,2.67,2.11,88.89,32,SG,6-8,206,"April 3, 1991",us,3,Georgetown,https://www.basketball-reference.com/players/t/thompho01/gamelog/2017,0.0,0.0,0.0,6.0,3.0,1,4,3,6,3,6,1.44
Hollis Thompson,2016-17,PHI,3.87,5.52,0.84,2.71,0.45,0.19,0.29,1.77,18.09,2.13,5.13,0.35,0.84,2.29,0.29,0.42,0.65,0.23,0.48,2.23,-2.97,3.23,32,SG,6-8,206,"April 3, 1991",us,3,Georgetown,https://www.basketball-reference.com/players/t/thompho01/gamelog/2017,0.0,0.0,0.0,22.0,9.0,0,5,1,9,4,11,0.86
Ian Clark,2014-15,DEN,1.1,1.86,0.29,0.43,0.43,0.14,0.29,1.14,4.43,0.57,1.57,0.23,0.14,0.71,0.07,0.57,0.57,0.29,0.0,0.43,-0.29,0.0,20,SG,6-3,175,"March 7, 1991",us,1,Belmont,https://www.basketball-reference.com/players/c/clarkia01/gamelog/2015,0.0,0.0,0.0,5.0,2.0,2,3,2,5,2,5,0.67
Ian Clark,2014-15,UTA,1.19,1.91,0.43,0.57,0.26,0.09,0.3,0.52,7.01,0.65,1.91,0.31,0.39,1.09,0.24,0.22,0.22,0.09,0.17,0.39,-1.7,0.0,20,SG,6-3,175,"March 7, 1991",us,1,Belmont,https://www.basketball-reference.com/players/c/clarkia01/gamelog/2015,0.0,0.0,0.0,16.0,7.0,1,4,1,9,3,12,0.62
Ignas Brazdeikis,2020-21,NYK,0.5,0.5,0.25,0.5,0.0,0.0,0.25,0.0,1.77,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.25,-1.5,0.0,17,SF,6-6,221,"January 8, 1999",lt,1,Michigan,https://www.basketball-reference.com/players/b/brazdig01/gamelog/2021,2.0,17.0,47.0,2.0,2.0,2,2,2,2,2,2,0.5
Ignas Brazdeikis,2020-21,ORL,7.49,11.12,2.0,5.12,0.5,0.38,1.38,2.75,29.23,4.38,9.88,0.43,1.38,3.38,0.5,1.0,1.5,0.41,1.25,3.88,-3.25,0.0,17,SF,6-6,221,"January 8, 1999",lt,1,Michigan,https://www.basketball-reference.com/players/b/brazdig01/gamelog/2021,2.0,17.0,47.0,7.0,1.0,1,4,1,7,1,7,3.3
Ignas Brazdeikis,2020-21,PHI,-1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.9,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,17,SF,6-6,221,"January 8, 1999",lt,1,Michigan,https://www.basketball-reference.com/players/b/brazdig01/gamelog/2021,2.0,17.0,47.0,1.0,0.0,0,1,0,1,0,1,2.5
Iman Shumpert,2014-15,CLE,5.52,7.16,1.5,3.76,1.34,0.34,1.29,1.87,24.2,2.76,6.74,0.4,1.16,3.42,0.34,0.47,0.71,0.23,0.87,2.89,4.45,2.63,21,SG,6-5,215,"June 26, 1990",us,3,Georgia Tech,https://www.basketball-reference.com/players/s/shumpim01/gamelog/2015,1.0,17.0,17.0,8.0,30.0,5,0,9,1,13,2,1.35
Iman Shumpert,2014-15,NYK,6.45,9.33,3.25,3.38,1.25,0.12,1.75,2.79,26.04,3.67,8.96,0.38,0.96,2.75,0.3,1.04,1.54,0.36,0.92,2.46,-4.46,100.0,21,SG,6-5,215,"June 26, 1990",us,3,Georgia Tech,https://www.basketball-reference.com/players/s/shumpim01/gamelog/2015,1.0,17.0,17.0,20.0,4.0,2,3,2,8,3,12,3.33
Iman Shumpert,2018-19,HOU,2.9,4.55,1.05,2.7,0.6,0.2,0.6,1.75,19.11,1.7,4.9,0.32,1.05,3.55,0.28,0.1,0.2,0.02,0.4,2.3,-0.15,5.0,9.0,SG,6-5,215,"June 26, 1990",us,7,Georgia Tech,https://www.basketball-reference.com/players/s/shumpim01/gamelog/2019,1.0,17.0,17.0,5.0,15.0,3,2,7,3,10,5,1.1
Iman Shumpert,2018-19,SAC,6.6,8.9,2.17,3.07,1.12,0.48,0.9,2.19,26.16,3.17,8.29,0.37,1.76,4.81,0.35,0.81,0.98,0.35,0.45,2.62,-1.05,95.24,9.0,SG,6-5,215,"June 26, 1990",us,7,Georgia Tech,https://www.basketball-reference.com/players/s/shumpim01/gamelog/2019,1.0,17.0,17.0,18.0,24.0,2,3,5,5,7,8,1.7
Immanuel Quickley,2023-24,NYK,10.6,15.0,2.47,2.57,0.53,0.1,1.03,1.47,24.0,5.07,11.17,0.45,2.13,5.4,0.38,2.73,3.13,0.75,0.17,2.4,4.03,0.0,5,PG,6-3,190,"June 17, 1999",us,3,Kentucky,https://www.basketball-reference.com/players/q/quickim01/gamelog/2024,1.0,25.0,25.0,14.0,16.0,2,3,5,5,9,6,2.18
Immanuel Quickley,2023-24,TOR,15.2,18.58,6.76,4.79,0.89,0.18,1.84,1.97,33.29,6.21,14.71,0.42,2.82,7.13,0.4,3.34,3.97,0.68,0.32,4.47,-4.08,100.0,5,PG,6-3,190,"June 17, 1999",us,3,Kentucky,https://www.basketball-reference.com/players/q/quickim01/gamelog/2024,1.0,25.0,25.0,26.0,12.0,3,2,4,6,4,11,2.58
Isaiah Canaan,2014-15,HOU,3.84,6.16,1.16,1.32,0.56,0.0,0.92,1.12,14.76,2.12,5.24,0.3,1.28,3.36,0.29,0.64,0.84,0.27,0.44,0.88,0.48,36.0,0,PG,6-0,201,"May 21, 1991",us,1,Murray State,https://www.basketball-reference.com/players/c/canaais01/gamelog/2015,2.0,4.0,34.0,7.0,18.0,5,0,8,2,12,3,1.43
